,company,state,location,Laid_Off,Date_layoffs,Percentage,Company_Size_before_Layoffs,Company_Size_after_layoffs,Industry,Stage,Money_Raised_in_$_mil,Year,lat,lng
885,VSCO,California,San Francisco Bay Area,45.0,2020-04-14,35.0,129.0,84.0,Consumer,Series B,$90,2020,37.80437,-122.2708
886,Zoox,California,San Francisco Bay Area,100.0,2020-04-13,10.0,1000.0,900.0,Transportation,Series B,$955,2020,37.55855,-122.27108
887,EasyPost,California,San Francisco Bay Area,50.0,2020-04-13,25.0,200.0,150.0,Logistics,Series A,$12,2020,37.77493,-122.41942
888,Rhumbix,California,San Francisco Bay Area,16.0,2020-04-10,27.0,59.0,43.0,Construction,Series B,$35,2020,37.77493,-122.41942
889,Yelp,California,San Francisco Bay Area,1000.0,2020-04-09,17.0,5882.0,4882.0,Consumer,Post-IPO,$56,2020,37.77493,-122.41942
890,Matterport,California,San Francisco Bay Area,90.0,2020-04-09,34.0,265.0,175.0,Data,Series D,$114,2020,37.36883,-122.03635
891,Eventbrite,California,San Francisco Bay Area,500.0,2020-04-08,45.0,1111.0,611.0,Consumer,Post-IPO,$332,2020,37.77493,-122.41942
892,Scoop,California,San Francisco Bay Area,92.0,2020-04-08,33.0,279.0,187.0,Transportation,Series C,$95,2020,37.87159,-122.27275
893,Unison,California,San Francisco Bay Area,89.0,2020-04-08,45.0,198.0,109.0,Finance,Series B,$40,2020,37.77493,-122.41942
894,Lever,California,San Francisco Bay Area,86.0,2020-04-08,40.0,215.0,129.0,Recruiting,Series C,$72,2020,37.77493,-122.41942
895,Quantcast,California,San Francisco Bay Area,30.0,2020-04-08,5.0,600.0,570.0,Marketing,Series C,$65,2020,37.77493,-122.41942
896,Branch Metrics,California,San Francisco Bay Area,100.0,2020-04-07,20.0,500.0,400.0,Marketing,Series E,$367,2020,37.44188,-122.14302
897,Metromile,California,San Francisco Bay Area,100.0,2020-04-06,33.0,303.0,203.0,Finance,Series E,$293,2020,37.77493,-122.41942
898,Astra,California,San Francisco Bay Area,40.0,2020-04-05,25.0,160.0,120.0,Aerospace,Unknown,$100,2020,37.77099,-122.26087
899,Sojern,California,San Francisco Bay Area,300.0,2020-04-03,50.0,600.0,300.0,Marketing,Series D,$162,2020,37.77493,-122.41942
900,Minted,California,San Francisco Bay Area,147.0,2020-04-03,37.0,397.0,250.0,Retail,Series E,$297,2020,37.77493,-122.41942
901,D2iQ,California,San Francisco Bay Area,34.0,2020-04-03,13.0,262.0,228.0,Infrastructure,Series D,$247,2020,37.77493,-122.41942
902,Katerra,California,San Francisco Bay Area,240.0,2020-04-02,3.0,8000.0,7760.0,Construction,Series D,$1200,2020,37.45383,-122.18219
903,ThirdLove,California,San Francisco Bay Area,65.0,2020-04-02,30.0,217.0,152.0,Retail,Series B,$68,2020,37.77493,-122.41942
904,Dynamic Signal,California,San Francisco Bay Area,35.0,2020-04-02,19.0,184.0,149.0,HR,Series E,$114,2020,37.63049,-122.41108
905,Sauce Labs,California,San Francisco Bay Area,30.0,2020-04-02,15.0,200.0,170.0,Infrastructure,Unknown,$151,2020,37.77493,-122.41942
906,Earnin,California,San Francisco Bay Area,50.0,2020-04-01,20.0,250.0,200.0,Finance,Series C,$190,2020,37.44188,-122.14302
907,Wonolo,California,San Francisco Bay Area,46.0,2020-04-01,13.0,354.0,308.0,Recruiting,Series C,$52,2020,37.77493,-122.41942
908,Incredible Health,California,San Francisco Bay Area,9.0,2020-04-01,40.0,23.0,14.0,Healthcare,Series A,$15,2020,37.77493,-122.41942
909,KeepTruckin,California,San Francisco Bay Area,349.0,2020-03-31,18.0,1939.0,1590.0,Logistics,Series D,$227,2020,37.77493,-122.41942
910,Turo,California,San Francisco Bay Area,108.0,2020-03-31,30.0,360.0,252.0,Transportation,Series E,$467,2020,37.77493,-122.41942
911,Thumbtack,California,San Francisco Bay Area,250.0,2020-03-30,30.0,833.0,583.0,Consumer,Series F,$423,2020,37.77493,-122.41942
912,Getaround,California,San Francisco Bay Area,100.0,2020-03-27,25.0,400.0,300.0,Transportation,Series D,$403,2020,37.77493,-122.41942
913,B8ta,California,San Francisco Bay Area,250.0,2020-03-26,50.0,500.0,250.0,Retail,Series C,$88,2020,37.77493,-122.41942
914,Peerspace,California,San Francisco Bay Area,41.0,2020-03-26,75.0,55.0,14.0,Real Estate,Series B,$34,2020,37.77493,-122.41942
915,Consider.co,California,San Francisco Bay Area,13.0,2020-03-26,100.0,13.0,0.0,Other,Seed,$5,2020,37.77493,-122.41942
917,WanderJaunt,California,San Francisco Bay Area,56.0,2020-03-25,23.0,243.0,187.0,Travel,Series B,$26,2020,37.77493,-122.41942
918,Wonderschool,California,San Francisco Bay Area,50.0,2020-03-25,75.0,67.0,17.0,Education,Series A,$24,2020,37.77493,-122.41942
919,Sonder,California,San Francisco Bay Area,400.0,2020-03-24,33.0,1212.0,812.0,Travel,Series D,$359,2020,37.77493,-122.41942
920,Zeus Living,California,San Francisco Bay Area,80.0,2020-03-24,30.0,267.0,187.0,Real Estate,Series B,$79,2020,37.77493,-122.41942
921,Triplebyte,California,San Francisco Bay Area,15.0,2020-03-23,17.0,88.0,73.0,Recruiting,Series B,$48,2020,37.77493,-122.41942
922,Ladder Life,California,San Francisco Bay Area,13.0,2020-03-23,25.0,52.0,39.0,Finance,Series C,$94,2020,37.44188,-122.14302
923,Panda Squad,California,San Francisco Bay Area,6.0,2020-03-13,75.0,8.0,2.0,Consumer,Seed,$1,2020,37.77493,-122.41942
924,Synctera,California,San Francisco Bay Area,17.0,2024-03-26,15.0,113.0,96.0,Finance,Series A,$79,2024,37.77493,-122.41942
928,Phantom Auto,California,San Francisco Bay Area,100.0,2024-03-12,100.0,100.0,0.0,Transport…,Unknown,$86,2024,37.77493,-122.41942
935,Electronic Arts,California,San Francisco Bay Area,670.0,2024-02-28,5.0,13400.0,12730.0,Consumer,Post-IPO,$2,2024,37.77493,-122.41942
936,Treasury Prime,California,San Francisco Bay Area,40.0,2024-02-28,40.0,100.0,60.0,Finance,Series C,$71,2024,37.77493,-122.41942
940,Sonder,California,San Francisco Bay Area,106.0,2024-02-15,17.0,623.0,517.0,Travel,Post-IPO,$839,2024,37.77493,-122.41942
942,Cisco,California,San Francisco Bay Area,4250.0,2024-02-14,5.0,85000.0,80750.0,Infrastruc…,Post-IPO,$2,2024,37.3361663,-121.890591
943,Instacart,California,San Francisco Bay Area,250.0,2024-02-13,7.0,3571.0,3321.0,Food,Post-IPO,"$2,900",2024,37.77493,-122.41942
944,Mozilla,California,San Francisco Bay Area,60.0,2024-02-13,5.0,1200.0,1140.0,Consumer,Unknown,$2,2024,37.77493,-122.41942
948,DocuSign,California,San Francisco Bay Area,440.0,2024-02-06,6.0,7333.0,6893.0,Sales,Post-IPO,$536,2024,37.77493,-122.41942
949,Okta,California,San Francisco Bay Area,400.0,2024-02-01,7.0,5714.0,5314.0,Security,Post-IPO,"$1,200",2024,37.77493,-122.41942
950,Zoom,California,San Francisco Bay Area,150.0,2024-02-01,2.0,7500.0,7350.0,Other,Post-IPO,$276,2024,37.3361663,-121.890591
951,Proofpoint,California,San Francisco Bay Area,280.0,2024-01-31,6.0,4667.0,4387.0,Security,Acquired,$885,2024,37.77493,-122.41942
955,PayPal,California,San Francisco Bay Area,2500.0,2024-01-30,9.0,27778.0,25278.0,Finance,Post-IPO,$216,2024,37.3361663,-121.890591
956,Block,California,San Francisco Bay Area,1000.0,2024-01-30,10.0,10000.0,9000.0,Finance,Post-IPO,$150,2024,37.77493,-122.41942
957,Aurora Solar,California,San Francisco Bay Area,111.0,2024-01-30,20.0,555.0,444.0,Energy,Series D,$523,2024,37.77493,-122.41942
959,Salesforce,California,San Francisco Bay Area,700.0,2024-01-26,1.0,70000.0,69300.0,Sales,Post-IPO,$65,2024,37.77493,-122.41942
962,eBay,California,San Francisco Bay Area,1000.0,2024-01-23,9.0,11111.0,10111.0,Retail,Post-IPO,"$1,200",2024,37.77493,-122.41942
963,Brex,California,San Francisco Bay Area,282.0,2024-01-23,20.0,1410.0,1128.0,Finance,Series D,"$1,500",2024,37.77493,-122.41942
968,Discord,California,San Francisco Bay Area,170.0,2024-01-11,17.0,1000.0,830.0,Consumer,Series H,$995,2024,37.77493,-122.41942
975,Twitch,California,San Francisco Bay Area,500.0,2024-01-09,35.0,1428.0,928.0,Consumer,Acquired,$35,2024,37.77493,-122.41942
976,Nevro,California,San Francisco Bay Area,63.0,2024-01-09,5.0,1260.0,1197.0,Healthcare,Post-IPO,$556,2024,37.77493,-122.41942
978,Treasure Financial,California,San Francisco Bay Area,14.0,2024-01-09,60.0,23.0,9.0,Finance,Series A,$14,2024,37.77493,-122.41942
979,Humane,California,San Francisco Bay Area,10.0,2024-01-09,4.0,250.0,240.0,Hardware,Series C,$230,2024,37.77493,-122.41942
980,Unity,California,San Francisco Bay Area,1800.0,2024-01-08,25.0,7200.0,5400.0,Other,Post-IPO,"$1,300",2024,37.77493,-122.41942
983,Enphase Energy,California,San Francisco Bay Area,350.0,2023-12-18,10.0,3500.0,3150.0,Energy,Post-IPO,$116,2024,37.77493,-122.41942
984,Cruise,California,San Francisco Bay Area,900.0,2023-12-14,24.0,3750.0,2850.0,Transport…,Acquired,"$15,000",2024,37.77493,-122.41942
986,Invitae,California,San Francisco Bay Area,235.0,2023-12-13,15.0,1566.0,1331.0,Healthcare,Post-IPO,"$2,500",2024,37.77493,-122.41942
991,Chipper Cash,California,San Francisco Bay Area,15.0,2023-12-11,33.0,45.0,30.0,Finance,Series C,$302,2024,37.77493,-122.41942
993,MindBody,California,San Luis Obispo,400.0,2022-10-26,15.0,2667.0,2267.0,Fitness,Post-IPO,$114,2022,35.28275,-120.65962
994,MindBody,California,San Luis Obispo,700.0,2020-04-02,35.0,2000.0,1300.0,Fitness,Post-IPO,$114,2020,35.28275,-120.65962
995,AppFolio,California,Santa Barbara,149.0,2023-08-17,9.0,1656.0,1507.0,Real Estate,Post-IPO,$30,2023,34.42083,-119.69819
997,Descartes Labs,California,Santa Fe,12.0,2020-06-02,16.0,75.0,63.0,Data,Series B,$58,2020,33.94724,-118.08535
998,Zulily,California,Seattle,839.0,2023-12-08,100.0,839.0,0.0,Retail,Acquired,$194,2023,47.60621,-122.33207
999,Convoy,California,Seattle,500.0,2023-10-19,100.0,500.0,0.0,Logistics,Series E,$1100,2023,47.60621,-122.33207
1000,Flexe,California,Seattle,131.0,2023-09-26,33.0,397.0,266.0,Logistics,Series D,$263,2023,47.60621,-122.33207
1001,PayScale,California,Seattle,14.0,2023-07-14,2.0,700.0,686.0,HR,Acquired,$33,2023,47.60621,-122.33207
1002,Convoy,California,Seattle,30.0,2023-06-26,5.0,600.0,570.0,Logistics,Series E,$1100,2023,47.60621,-122.33207
1003,Highspot,California,Seattle,140.0,2023-06-08,15.0,933.0,793.0,Sales,Series F,$644,2023,47.60621,-122.33207
1004,Redfin,California,Seattle,201.0,2023-04-11,4.0,5025.0,4824.0,Real Estate,Post-IPO,$320,2023,47.60621,-122.33207
1005,Nori,California,Seattle,10.0,2023-04-10,37.0,27.0,17.0,Energy,Unknown,$13,2023,47.60621,-122.33207
1006,Textio,California,Seattle,15.0,2023-04-03,12.0,125.0,110.0,Recruiting,Unknown,$42,2023,47.60621,-122.33207
1007,Amazon,California,Seattle,9000.0,2023-03-20,2.295918367346939,392000.0,383000.0,Retail,Post-IPO,$108,2023,47.60621,-122.33207
1008,Leafly,California,Seattle,40.0,2023-03-16,21.0,190.0,150.0,Retail,Post-IPO,$71,2023,47.60621,-122.33207
1009,Outreach,California,Seattle,70.0,2023-02-27,7.0,1000.0,930.0,Sales,Series G,$489,2023,47.60621,-122.33207
1010,Smartsheet,California,Seattle,85.0,2023-02-16,3.0,2833.0,2748.0,Other,Post-IPO,$152,2023,47.60621,-122.33207
1011,Highspot,California,Seattle,100.0,2023-02-02,10.0,1000.0,900.0,Sales,Series F,$644,2023,47.60621,-122.33207
1012,SirionLabs,California,Seattle,130.0,2023-01-25,15.0,867.0,737.0,Legal,Series D,$171,2023,47.60621,-122.33207
1013,Microsoft,California,Seattle,10000.0,2023-01-18,5.0,200000.0,190000.0,Other,Post-IPO,$1,2023,47.60621,-122.33207
1014,Amazon,California,Seattle,8000.0,2023-01-04,2.0,400000.0,392000.0,Retail,Post-IPO,$108,2023,47.60621,-122.33207
1015,Amazon,California,Seattle,10000.0,2022-11-16,3.0,333333.0,323333.0,Retail,Post-IPO,$108,2022,47.60621,-122.33207
1016,Redfin,California,Seattle,862.0,2022-11-09,13.0,6631.0,5769.0,Real Estate,Post-IPO,$320,2022,47.60621,-122.33207
1017,Flyhomes,California,Seattle,300.0,2022-11-09,40.0,750.0,450.0,Real Estate,Series C,$310,2022,47.60621,-122.33207
1018,Amazon,California,Seattle,150.0,2022-10-28,0.04497975910840122,333483.0,333333.0,Retail,Post-IPO,$108,2022,47.60621,-122.33207
1019,Zillow,California,Seattle,300.0,2022-10-26,5.0,6000.0,5700.0,Real Estate,Post-IPO,$97,2022,47.60621,-122.33207
1020,Leafly,California,Seattle,56.0,2022-10-18,21.0,267.0,211.0,Retail,Post-IPO,$71,2022,47.60621,-122.33207
1021,Amperity,California,Seattle,13.0,2022-08-20,3.0,433.0,420.0,Marketing,Series D,$187,2022,47.60621,-122.33207
1022,Outreach,California,Seattle,60.0,2022-08-02,5.0,1200.0,1140.0,Sales,Series G,$489,2022,47.60621,-122.33207
1023,Rad Power Bikes,California,Seattle,63.0,2022-07-21,10.0,630.0,567.0,Transportation,Series D,$329,2022,47.60621,-122.33207
1024,RealSelf,California,Seattle,11.0,2022-07-21,5.0,220.0,209.0,Healthcare,Series B,$42,2022,47.60621,-122.33207
1025,Flyhomes,California,Seattle,200.0,2022-07-20,20.0,1000.0,800.0,Real Estate,Series C,$310,2022,47.60621,-122.33207
1026,Qumulo,California,Seattle,80.0,2022-06-29,19.0,421.0,341.0,Data,Series E,$347,2022,47.60621,-122.33207
1027,Redfin,California,Seattle,470.0,2022-06-14,8.0,5875.0,5405.0,Real Estate,Post-IPO,$319,2022,47.60621,-122.33207
1028,Convoy,California,Seattle,90.0,2022-06-09,7.0,1286.0,1196.0,Logistics,Series E,$1100,2022,47.60621,-122.33207
1029,Rad Power Bikes,California,Seattle,100.0,2022-04-12,14.0,714.0,614.0,Transportation,Series D,$329,2022,47.60621,-122.33207
1030,Adaptive Biotechnology,California,Seattle,100.0,2022-03-08,12.0,833.0,733.0,Healthcare,Post-IPO,$406,2022,47.60621,-122.33207
1031,BitTitan,California,Seattle,70.0,2021-11-18,27.0,259.0,189.0,Data,Acquired,$46,2021,47.60621,-122.33207
1032,Zillow,California,Seattle,2000.0,2021-11-02,25.0,8000.0,6000.0,Real Estate,Post-IPO,$97,2021,47.60621,-122.33207
1033,Lighter Capital,California,Seattle,22.0,2020-07-20,49.0,45.0,23.0,Finance,Series B,$15,2020,47.60621,-122.33207
1034,Loftium,California,Seattle,32.0,2020-05-29,60.0,53.0,21.0,Real Estate,Series A,$17,2020,47.60621,-122.33207
1035,JetClosing,California,Seattle,20.0,2020-04-27,20.0,100.0,80.0,Real Estate,Series A,$24,2020,47.60621,-122.33207
1036,Lighter Capital,California,Seattle,18.0,2020-04-24,22.0,82.0,64.0,Finance,Series B,$15,2020,47.60621,-122.33207
1037,RealSelf,California,Seattle,40.0,2020-04-21,13.0,308.0,268.0,Healthcare,Series B,$42,2020,47.60621,-122.33207
1038,Atsu,California,Seattle,6.0,2020-04-10,100.0,6.0,0.0,Infrastructure,Unknown,$1,2020,47.60621,-122.33207
1039,Redfin,California,Seattle,236.0,2020-04-07,7.0,3371.0,3135.0,Real Estate,Post-IPO,$319,2020,47.60621,-122.33207
1040,Coding Dojo,California,Seattle,7.0,2020-04-02,7.0,100.0,93.0,Education,Unknown,$2,2020,47.60621,-122.33207
1041,Usermind,California,Seattle,15.0,2020-04-01,25.0,60.0,45.0,Marketing,Series C,$46,2020,47.60621,-122.33207
1042,Rover,California,Seattle,194.0,2020-03-31,41.0,473.0,279.0,Consumer,Series G,$310,2020,47.60621,-122.33207
1043,Zenoti,California,Seattle,17.0,2020-03-31,4.0,425.0,408.0,Fitness,Series C,$91,2020,47.60621,-122.33207
1044,Maven,California,Seattle,31.0,2020-03-30,9.0,344.0,313.0,Media,Post-IPO,$77,2020,47.60621,-122.33207
1045,Amplero,California,Seattle,17.0,2020-03-29,100.0,17.0,0.0,Marketing,Series B,$25,2020,47.60621,-122.33207
1046,Textio,California,Seattle,30.0,2020-03-27,20.0,150.0,120.0,Recruiting,Unknown,$41,2020,47.60621,-122.33207
1047,Leafly,California,Seattle,91.0,2020-03-23,50.0,182.0,91.0,Retail,Acquired,$2,2020,47.60621,-122.33207
1048,Textio,California,Seattle,14.0,2024-03-14,16.0,88.0,74.0,Recruiting,Unknown,$42,2024,47.60621,-122.33207
1049,Expedia,California,Seattle,1500.0,2024-02-26,8.0,18750.0,17250.0,Travel,Post-IPO,"$3,300",2024,47.60621,-122.33207
1050,Impinj,California,Seattle,50.0,2024-02-13,10.0,500.0,450.0,Other,Post-IPO,$137,2024,47.60621,-122.33207
1056,First Mode,California,Seattle,48.0,2024-01-16,20.0,240.0,192.0,Transport…,Acquired,$9,2024,47.60621,-122.33207
1058,Flexe,California,Seattle,99.0,2024-01-08,38.0,260.0,161.0,Logistics,Series D,$263,2024,47.60621,-122.33207
1059,NanoString Tech…,California,Seattle,50.0,2024-01-06,9.0,555.0,505.0,Healthcare,Post-IPO,$826,2024,47.60621,-122.33207
1063,Pipl,Washington,Spokane,22.0,2022-06-23,13.0,169.0,147.0,Security,Unknown,$19,2022,47.65966,-117.42908
1064,Stay Alfred,Washington,Spokane,221.0,2020-05-20,100.0,221.0,0.0,Travel,Series B,$62,2020,47.65966,-117.42908
1065,Sema4,Connecticut,Stamford,250.0,2022-08-15,13.0,1923.0,1673.0,Healthcare,Post-IPO,$791,2022,41.05343,-73.53873
1066,Tomo,Connecticut,Stamford,44.0,2022-05-31,33.0,133.0,89.0,Finance,Series A,$110,2022,41.05343,-73.53873
1067,Kayak / OpenTable,Connecticut,Stamford,160.0,2020-04-29,8.0,2000.0,1840.0,Travel,Acquired,$229,2020,41.05343,-73.53873
1068,Deepwatch,Florida,Tampa Bay,30.0,2023-07-13,7.0,429.0,399.0,Security,Series C,$256,2023,27.94752,-82.45843
1069,Cerebral,California,Walnut,285.0,2023-02-27,15.0,1900.0,1615.0,Healthcare,Series C,$462,2023,34.02029,-117.86534
1070,Cerebral,California,Walnut,400.0,2022-10-24,20.0,2000.0,1600.0,Healthcare,Series C,$462,2022,34.02029,-117.86534
1071,Expel,Virginia,Washington DC,60.0,2023-06-09,10.0,600.0,540.0,Security,Series E,$288,2023,38.89511,-77.03637
1072,Pie Insurance,Virginia,Washington DC,63.0,2023-05-18,14.0,450.0,387.0,Finance,Series D,$621,2023,38.89511,-77.03637
1073,Vox Media,Virginia,Washington DC,130.0,2023-01-20,7.0,1857.0,1727.0,Media,Series F,$307,2023,38.89511,-77.03637
1074,54gene,Virginia,Washington DC,95.0,2022-08-29,30.0,317.0,222.0,Healthcare,Series B,$44,2022,38.89511,-77.03637
1075,Loop,Virginia,Washington DC,15.0,2022-08-24,20.0,75.0,60.0,Finance,Series A,$24,2022,38.89511,-77.03637
1076,Vox Media,Virginia,Washington DC,39.0,2022-07-27,2.0,1950.0,1911.0,Media,Series F,$307,2022,38.89511,-77.03637
1077,IronNet,Virginia,Washington DC,90.0,2022-06-22,35.0,257.0,167.0,Security,Post-IPO,$410,2022,38.89511,-77.03637
1078,IronNet,Virginia,Washington DC,55.0,2022-06-22,17.0,324.0,269.0,Security,Post-IPO,$410,2022,38.89511,-77.03637
1079,Cvent,Virginia,Washington DC,400.0,2020-05-21,10.0,4000.0,3600.0,Marketing,Acquired,$146,2020,38.89511,-77.03637
